pick,pick,natural,natural
Dark Nova,Darkness,639,67
Hurricane Call,Ice,252,13
Hurricane Call,Darkness,421,753
Glacial Spike,Storm,917,186
Ice Shard,Ice,263,96
Thunder Crash,Darkness,959,811
Storm Surge,Darkness,171,258
Glacial Spike,Storm,917,587
Shadow Veil,Darkness,149,93
Shadow Veil,Ice,606,214
Dark Nova,Darkness,581,121
Abyssal Wrath,Darkness,806,861
Ice Age,Ice,101,302
Blizzard Strike,Darkness,816,660
Glacial Spike,Ice,498,563
Ice Shard,Ice,303,151
Lightning Bolt,Storm,375,435
Hurricane Call,Storm,486,588
Nightmare Curse,Storm,503,411
Lightning Bolt,Darkness,565,849
Abyssal Wrath,Ice,349,790
Shadow Veil,Storm,823,562
Thunder Crash,Ice,123,268
Frozen Prison,Storm,957,784
Winter's Wrath,Darkness,215,190
Glacial Spike,Darkness,1000,716
Dark Eclipse,Darkness,652,991
Storm Surge,Storm,21,307
Storm Surge,Ice,518,337
Tempest Fury,Ice,539,48
Void Strike,Darkness,245,114
Thunder Crash,Darkness,614,829
Hurricane Call,Ice,71,959
Dark Eclipse,Darkness,382,724
Tempest Fury,Storm,710,218
Thunderstorm,Darkness,115,209
Tempest Fury,Darkness,256,467
Infinite Darkness,Ice,683,713
Void Strike,Ice,344,978
Absolute Zero,Ice,720,611
Void Strike,Ice,363,949
Void Strike,Ice,450,552
Tempest Fury,Darkness,225,105
Nightmare Curse,Storm,109,327
Frostbite,Ice,178,799
Dark Eclipse,Ice,710,949
Infinite Darkness,Darkness,593,981
Infinite Darkness,Ice,448,95
Abyssal Wrath,Darkness,298,71
Nightmare Curse,Ice,663,994
Ice Age,Darkness,693,76
Nightmare Curse,Darkness,442,488
Hurricane Call,Ice,216,929
Absolute Zero,Ice,97,549
Absolute Zero,Darkness,90,258
Dark Eclipse,Ice,717,320
Thunder Crash,Ice,237,241
Dark Eclipse,Darkness,835,254
Nightmare Curse,Ice,764,699
Storm Surge,Ice,837,623
Ice Shard,Ice,290,508
Blizzard Strike,Storm,351,641
Dark Eclipse,Storm,615,564
Storm Surge,Darkness,144,502
Blizzard Strike,Ice,407,105
Shadow Veil,Storm,205,31
Hurricane Call,Storm,275,698
Tempest Fury,Darkness,378,266
Dark Eclipse,Storm,960,737
Thunder Crash,Storm,78,281
Abyssal Wrath,Storm,303,485
Thunderstorm,Darkness,960,348
Void Strike,Storm,734,425
Storm Surge,Darkness,736,134
Frozen Prison,Storm,146,52
Frostbite,Storm,242,640
Thunder Crash,Storm,251,101
Thunderstorm,Storm,275,524
Nightmare Curse,Storm,171,856
Ice Age,Darkness,858,743
Void Strike,Ice,560,61
Storm Surge,Ice,425,616
Tempest Fury,Ice,619,192
Abyssal Wrath,Storm,502,193
Frostbite,Storm,724,960
Nightmare Curse,Darkness,661,541
Shadow Veil,Darkness,969,476
Lightning Bolt,Storm,771,678
Infinite Darkness,Ice,577,529
Storm Surge,Darkness,820,177
Thunderstorm,Ice,28,52
Infinite Darkness,Ice,903,733
Infinite Darkness,Ice,152,381
Thunder Crash,Darkness,346,54
Ice Age,Ice,328,485
Dark Nova,Ice,835,599
Absolute Zero,Ice,719,159
Absolute Zero,Darkness,375,741
Dark Nova,Ice,847,710
Nightmare Curse,Storm,597,409
Glacial Spike,Ice,913,301
Dark Eclipse,Darkness,323,123
Frozen Prison,Storm,26,217
Frozen Prison,Darkness,664,214
Void Strike,Storm,592,513
Void Strike,Ice,904,411
Abyssal Wrath,Storm,375,238
Void Strike,Storm,750,84
Abyssal Wrath,Storm,8,833
Shadow Veil,Storm,744,878
Dark Eclipse,Ice,634,335
Absolute Zero,Darkness,765,16
Thunder Crash,Storm,323,864
Lightning Bolt,Storm,220,125
Winter's Wrath,Ice,416,453
Frostbite,Ice,664,367
Frozen Prison,Ice,987,324
Storm Surge,Ice,422,886
Nightmare Curse,Storm,440,350
Void Strike,Storm,354,266
Glacial Spike,Ice,395,341
Ice Age,Darkness,379,787
Chain Lightning,Storm,780,616
Lightning Bolt,Storm,721,445
Winter's Wrath,Darkness,124,291
Nightmare Curse,Darkness,645,770
Ice Shard,Storm,7,614
Frozen Prison,Darkness,967,595
Blizzard Strike,Ice,373,876
Infinite Darkness,Ice,568,384
Frozen Prison,Storm,64,767
Frostbite,Darkness,456,244
Thunderstorm,Ice,38,539
Abyssal Wrath,Storm,756,745
Lightning Bolt,Storm,747,955
Tempest Fury,Darkness,562,726
Hurricane Call,Darkness,484,905
Abyssal Wrath,Darkness,559,582
Abyssal Wrath,Ice,978,534
Dark Eclipse,Storm,210,39
Storm Surge,Storm,847,855
Thunder Crash,Darkness,187,86
Shadow Veil,Darkness,883,866
Lightning Bolt,Ice,411,866
Thunderstorm,Storm,231,892
Abyssal Wrath,Darkness,269,916
Thunder Crash,Storm,800,209
Storm Surge,Storm,548,117
Thunderstorm,Ice,437,928
Infinite Darkness,Storm,998,115
Tempest Fury,Darkness,302,158
Infinite Darkness,Darkness,763,675
Ice Shard,Storm,350,400
Frostbite,Ice,788,364
Lightning Bolt,Darkness,555,91
Hurricane Call,Ice,625,310
Lightning Bolt,Storm,450,861
Frostbite,Darkness,694,44
Nightmare Curse,Darkness,168,220
Dark Nova,Storm,333,989
Void Strike,Darkness,993,925
Ice Age,Storm,126,882
Lightning Bolt,Darkness,761,986
Hurricane Call,Storm,853,853
Chain Lightning,Storm,327,100
Tempest Fury,Storm,715,424
Infinite Darkness,Ice,824,871
Absolute Zero,Darkness,184,363
Dark Eclipse,Storm,479,50
Frostbite,Darkness,173,482
Dark Eclipse,Ice,376,456
Nightmare Curse,Darkness,53,51
Ice Shard,Ice,631,49
Ice Age,Darkness,568,416
Infinite Darkness,Darkness,998,924
Dark Nova,Ice,32,956
Tempest Fury,Ice,775,690
Storm Surge,Darkness,122,230
Abyssal Wrath,Storm,313,932
Storm Surge,Darkness,612,26
Abyssal Wrath,Storm,791,561
Chain Lightning,Ice,403,395
Thunderstorm,Ice,276,981
Abyssal Wrath,Storm,52,921
Abyssal Wrath,Darkness,256,39
Dark Nova,Ice,3,258
Storm Surge,Storm,155,42
Ice Age,Storm,332,766
Dark Eclipse,Storm,366,1
Lightning Bolt,Darkness,880,633
Ice Shard,Storm,605,794
Infinite Darkness,Storm,733,971
Tempest Fury,Ice,473,91
Shadow Veil,Storm,175,827
Absolute Zero,Ice,591,370
Blizzard Strike,Storm,789,343
Shadow Veil,Ice,794,989
Infinite Darkness,Darkness,827,103
Thunder Crash,Storm,465,158
Shadow Veil,Storm,410,570
Ice Age,Ice,5,326
Thunderstorm,Darkness,793,142
Frostbite,Storm,867,314
Lightning Bolt,Ice,703,712
Infinite Darkness,Darkness,626,396
Glacial Spike,Ice,688,619
Frostbite,Darkness,615,885
Blizzard Strike,Darkness,306,633
Infinite Darkness,Darkness,478,532
Hurricane Call,Ice,178,280
Lightning Bolt,Ice,937,992
Nightmare Curse,Darkness,408,972
Void Strike,Darkness,246,584
Thunderstorm,Storm,568,655
Thunderstorm,Ice,176,300
Infinite Darkness,Storm,204,53
Dark Eclipse,Ice,633,788
Chain Lightning,Storm,494,100
Nightmare Curse,Storm,45,893
Infinite Darkness,Ice,169,526
Winter's Wrath,Ice,339,432
Infinite Darkness,Darkness,710,838
Nightmare Curse,Darkness,165,940
Shadow Veil,Darkness,825,879
Void Strike,Darkness,139,940
Glacial Spike,Darkness,884,530
Ice Age,Ice,592,740
Abyssal Wrath,Darkness,455,86
Thunder Crash,Storm,371,675
Hurricane Call,Storm,808,516
Abyssal Wrath,Darkness,478,724
Winter's Wrath,Darkness,139,116
Abyssal Wrath,Storm,163,405
Lightning Bolt,Storm,72,606
Lightning Bolt,Ice,14,727
Blizzard Strike,Darkness,814,424
Tempest Fury,Darkness,654,78
Ice Shard,Darkness,94,200
Glacial Spike,Storm,451,630
Dark Eclipse,Ice,643,83
Glacial Spike,Darkness,207,859
Absolute Zero,Storm,795,287
Shadow Veil,Darkness,980,50
Ice Shard,Ice,689,541
Nightmare Curse,Storm,691,480
Infinite Darkness,Ice,329,112
Ice Age,Ice,99,542
Thunder Crash,Darkness,833,67
Void Strike,Darkness,887,820
Hurricane Call,Darkness,138,951
Thunder Crash,Ice,765,963
Nightmare Curse,Storm,609,107
Dark Eclipse,Darkness,840,151
Abyssal Wrath,Darkness,748,223
Winter's Wrath,Storm,426,678
Lightning Bolt,Storm,870,492
Blizzard Strike,Ice,414,217
Abyssal Wrath,Storm,900,166
Chain Lightning,Ice,379,99
Storm Surge,Ice,762,610
Frostbite,Ice,841,574
Glacial Spike,Darkness,623,335
Void Strike,Ice,90,540
Ice Shard,Storm,972,53
Blizzard Strike,Ice,250,482
Dark Eclipse,Darkness,309,90
Frozen Prison,Ice,277,442
Blizzard Strike,Storm,910,707
Glacial Spike,Darkness,652,403
Void Strike,Darkness,454,646
Infinite Darkness,Darkness,849,427
Ice Age,Ice,252,180
Thunder Crash,Darkness,362,508
Absolute Zero,Storm,1000,78
Abyssal Wrath,Storm,148,324
Dark Eclipse,Ice,81,78
Ice Age,Storm,723,949
Abyssal Wrath,Darkness,311,484
Void Strike,Ice,626,137
Frostbite,Ice,615,58
Lightning Bolt,Storm,933,389
Ice Shard,Ice,107,746
Dark Eclipse,Storm,253,154
Infinite Darkness,Darkness,29,397
Chain Lightning,Storm,92,431
Blizzard Strike,Darkness,30,680
Dark Nova,Ice,990,996
Lightning Bolt,Darkness,141,891
Ice Shard,Ice,632,297
Ice Shard,Ice,922,927
Storm Surge,Darkness,117,127
Glacial Spike,Darkness,314,323
Nightmare Curse,Ice,581,495
Nightmare Curse,Darkness,52,964
Lightning Bolt,Darkness,5,593
Infinite Darkness,Storm,992,413
Winter's Wrath,Darkness,796,121
Nightmare Curse,Ice,828,395
Blizzard Strike,Darkness,818,177
Tempest Fury,Storm,367,449
Blizzard Strike,Storm,244,382
Dark Nova,Darkness,272,240
Thunderstorm,Darkness,268,566
Glacial Spike,Storm,880,873
Storm Surge,Storm,347,45
Hurricane Call,Ice,438,534
Chain Lightning,Storm,571,856
Thunderstorm,Ice,353,869
Frostbite,Ice,178,308
Blizzard Strike,Ice,315,379
Absolute Zero,Ice,864,843
Thunderstorm,Darkness,831,174
Infinite Darkness,Ice,797,223
Winter's Wrath,Darkness,376,446
Dark Nova,Storm,165,211
Infinite Darkness,Ice,516,857
Ice Age,Ice,894,755
Tempest Fury,Darkness,673,122
Hurricane Call,Storm,658,310
Absolute Zero,Ice,222,312
Thunder Crash,Storm,536,833
Thunder Crash,Darkness,18,818
Ice Age,Darkness,776,166
Infinite Darkness,Storm,837,294
Dark Eclipse,Ice,391,601
Frostbite,Storm,310,460
Glacial Spike,Ice,945,369
Frozen Prison,Ice,995,274
Thunder Crash,Ice,50,753
Blizzard Strike,Ice,187,924
Lightning Bolt,Ice,962,206
Lightning Bolt,Darkness,904,177
Infinite Darkness,Ice,890,151
Ice Shard,Darkness,118,601
Thunder Crash,Darkness,310,23
Storm Surge,Darkness,344,303
Chain Lightning,Darkness,713,208
Infinite Darkness,Storm,45,677
Dark Nova,Storm,962,950
Nightmare Curse,Ice,930,207
Chain Lightning,Ice,57,883
Dark Eclipse,Storm,498,108
Ice Shard,Ice,911,250
Void Strike,Storm,421,713
Ice Age,Storm,640,551
Thunder Crash,Darkness,420,461
Thunder Crash,Darkness,91,190
Thunderstorm,Darkness,322,447
Dark Eclipse,Ice,20,850
Tempest Fury,Ice,881,561
Infinite Darkness,Darkness,991,457
Shadow Veil,Darkness,508,363
Lightning Bolt,Ice,99,76
Lightning Bolt,Ice,447,349
Frostbite,Ice,874,383
Chain Lightning,Storm,717,888
Glacial Spike,Storm,543,616
Thunderstorm,Darkness,210,535
Dark Eclipse,Ice,723,561
Hurricane Call,Storm,102,10
Chain Lightning,Darkness,26,623
Shadow Veil,Storm,909,527
Dark Nova,Darkness,804,686
Ice Age,Storm,951,178
Lightning Bolt,Ice,118,838
Glacial Spike,Darkness,704,970
Frostbite,Storm,526,636
Nightmare Curse,Darkness,494,834
Ice Shard,Storm,675,33
Storm Surge,Storm,857,279
Dark Eclipse,Darkness,251,514
Blizzard Strike,Storm,326,805
Ice Shard,Storm,325,959
Shadow Veil,Darkness,658,484
Ice Age,Ice,767,47
Blizzard Strike,Ice,655,373
Ice Shard,Ice,474,352
Hurricane Call,Darkness,171,479
Hurricane Call,Ice,647,848
Ice Shard,Ice,10,616
Tempest Fury,Darkness,809,70
Lightning Bolt,Ice,679,586
Thunder Crash,Ice,285,47
Shadow Veil,Darkness,873,727
Infinite Darkness,Storm,354,627
Hurricane Call,Ice,600,606
Storm Surge,Darkness,95,143
Thunder Crash,Darkness,649,948
Shadow Veil,Storm,643,157
Shadow Veil,Darkness,322,938
Thunder Crash,Storm,651,887
Infinite Darkness,Darkness,274,363
Nightmare Curse,Darkness,404,452
Storm Surge,Storm,654,442
Ice Age,Ice,364,407
Frostbite,Ice,813,921
Hurricane Call,Darkness,986,836
Abyssal Wrath,Ice,345,433
Void Strike,Storm,527,147
Storm Surge,Storm,465,272
Frozen Prison,Darkness,883,363
Tempest Fury,Ice,887,363
Hurricane Call,Storm,233,88
Lightning Bolt,Ice,938,548
Blizzard Strike,Ice,586,244
Infinite Darkness,Darkness,0,463
Absolute Zero,Storm,844,818
Blizzard Strike,Darkness,948,790
Winter's Wrath,Storm,638,183
Ice Age,Darkness,76,222
Thunder Crash,Storm,705,482
Storm Surge,Storm,947,133
Ice Shard,Storm,813,643
Blizzard Strike,Darkness,477,46
Frozen Prison,Storm,52,942
Abyssal Wrath,Darkness,865,392
Void Strike,Storm,330,495
Dark Eclipse,Darkness,546,609
Nightmare Curse,Darkness,217,124
Absolute Zero,Storm,456,458
Lightning Bolt,Darkness,290,630
Ice Shard,Darkness,925,675
Winter's Wrath,Darkness,373,184
Lightning Bolt,Storm,972,379
Ice Shard,Darkness,100,710
Blizzard Strike,Ice,811,611
Blizzard Strike,Darkness,164,423
Frostbite,Darkness,576,601
Lightning Bolt,Darkness,661,180
Absolute Zero,Storm,655,285
Void Strike,Darkness,769,121
Frostbite,Storm,157,889
Hurricane Call,Storm,750,23
Shadow Veil,Ice,135,824
Winter's Wrath,Ice,123,225
Nightmare Curse,Darkness,600,200
Nightmare Curse,Storm,53,825
Hurricane Call,Storm,272,78
Storm Surge,Darkness,396,291
Frostbite,Darkness,61,788
Thunder Crash,Darkness,208,797
Absolute Zero,Darkness,968,992
Thunderstorm,Darkness,101,42
Winter's Wrath,Storm,173,818
Lightning Bolt,Ice,43,665
Frostbite,Storm,90,189
Lightning Bolt,Storm,215,369
Frozen Prison,Darkness,241,379
Thunder Crash,Storm,554,648
Infinite Darkness,Storm,837,164
Winter's Wrath,Darkness,810,442
Absolute Zero,Ice,832,512
Storm Surge,Ice,235,334
Nightmare Curse,Storm,849,901
Hurricane Call,Darkness,643,714
Absolute Zero,Ice,191,477
Hurricane Call,Storm,259,777
Infinite Darkness,Darkness,574,619
Blizzard Strike,Ice,816,456
Abyssal Wrath,Darkness,144,880
Frostbite,Darkness,923,687
Lightning Bolt,Ice,600,289
Dark Nova,Storm,756,514
Ice Age,Darkness,671,668
Dark Eclipse,Storm,281,726
Nightmare Curse,Ice,149,843
Abyssal Wrath,Darkness,951,684
Winter's Wrath,Storm,509,694
Hurricane Call,Ice,870,365
Hurricane Call,Storm,402,794
Thunder Crash,Ice,543,398
Dark Eclipse,Storm,649,772
Frostbite,Storm,84,782
Blizzard Strike,Storm,391,488
Tempest Fury,Darkness,815,874
Ice Age,Ice,259,784
Ice Age,Darkness,716,480
Dark Nova,Ice,134,340
Absolute Zero,Storm,100,613
Dark Eclipse,Ice,942,708
Frozen Prison,Darkness,631,434
Glacial Spike,Ice,988,680
Lightning Bolt,Darkness,260,292
Lightning Bolt,Storm,895,503
Tempest Fury,Storm,479,778
Chain Lightning,Darkness,582,706
Thunderstorm,Ice,682,756
Ice Shard,Ice,112,378
Ice Age,Darkness,945,828
Storm Surge,Ice,35,272
Shadow Veil,Darkness,564,352
Thunderstorm,Storm,131,961
Glacial Spike,Storm,391,717
Glacial Spike,Ice,49,140
Ice Shard,Darkness,1000,13
Winter's Wrath,Storm,563,438
Ice Shard,Ice,723,176
Ice Age,Ice,860,967
Abyssal Wrath,Storm,448,492
Ice Shard,Storm,173,64
Storm Surge,Storm,635,595
Frostbite,Darkness,943,28
Thunder Crash,Storm,902,435
Dark Nova,Darkness,204,766
Frozen Prison,Storm,309,607
Abyssal Wrath,Darkness,935,781
Thunderstorm,Darkness,658,21
Thunderstorm,Darkness,250,474
Blizzard Strike,Darkness,510,200
Dark Nova,Darkness,880,800
Blizzard Strike,Darkness,857,340
Hurricane Call,Storm,507,871
Dark Nova,Ice,975,468
Ice Age,Ice,698,649
Tempest Fury,Darkness,367,785
Glacial Spike,Darkness,447,906
Storm Surge,Darkness,731,355
Hurricane Call,Darkness,523,650
Chain Lightning,Ice,743,983
Chain Lightning,Storm,840,48
Frostbite,Ice,559,569
Ice Age,Storm,249,8
Storm Surge,Ice,304,491
Dark Eclipse,Darkness,101,834
Thunder Crash,Storm,978,41
Winter's Wrath,Darkness,640,673
Void Strike,Storm,851,151
Ice Shard,Ice,265,675
Void Strike,Storm,55,650
Void Strike,Ice,909,483
Chain Lightning,Darkness,7,922
Dark Nova,Storm,92,595
Void Strike,Ice,728,55
Infinite Darkness,Darkness,66,257
Frozen Prison,Darkness,397,536
Shadow Veil,Storm,503,35
Frozen Prison,Darkness,168,795
Chain Lightning,Storm,528,259
Nightmare Curse,Ice,186,629
Tempest Fury,Darkness,964,13
Blizzard Strike,Ice,196,730
Hurricane Call,Darkness,939,492
Thunderstorm,Darkness,668,926
Winter's Wrath,Darkness,899,662
Dark Nova,Ice,366,367
Hurricane Call,Darkness,392,470
Frozen Prison,Darkness,921,536
Dark Eclipse,Ice,264,725
Lightning Bolt,Ice,775,952
Dark Eclipse,Darkness,532,66
Thunder Crash,Ice,451,397
Nightmare Curse,Darkness,149,938
Shadow Veil,Darkness,293,467
Frostbite,Ice,875,979
Nightmare Curse,Storm,423,218
Dark Nova,Storm,718,234
Thunder Crash,Ice,643,817
Frostbite,Darkness,976,285
Ice Shard,Storm,79,948
Shadow Veil,Darkness,53,723
Ice Shard,Ice,434,14
Thunder Crash,Darkness,584,165
Absolute Zero,Ice,464,22
Dark Nova,Ice,128,651
Thunder Crash,Storm,312,826
Shadow Veil,Darkness,149,634
Thunder Crash,Darkness,945,4
Hurricane Call,Storm,361,686
Glacial Spike,Storm,428,634
Thunder Crash,Darkness,529,982
Blizzard Strike,Darkness,842,596
Lightning Bolt,Ice,493,850
Nightmare Curse,Ice,263,386
Thunderstorm,Ice,255,586
Thunderstorm,Ice,393,228
Tempest Fury,Storm,682,486
Nightmare Curse,Darkness,180,723
Void Strike,Ice,790,985
Shadow Veil,Darkness,440,193
Absolute Zero,Darkness,695,562
Storm Surge,Darkness,901,551
Hurricane Call,Darkness,64,854
Nightmare Curse,Darkness,659,9
Infinite Darkness,Storm,783,422
Storm Surge,Ice,150,88
Thunderstorm,Storm,653,410
Thunder Crash,Darkness,171,352
Absolute Zero,Ice,184,859
Frozen Prison,Ice,229,222
Winter's Wrath,Ice,469,584
Dark Eclipse,Storm,95,886
Infinite Darkness,Storm,561,955
Thunderstorm,Ice,884,632
Frozen Prison,Storm,927,823
Tempest Fury,Darkness,996,686
Thunder Crash,Ice,701,973
Infinite Darkness,Darkness,900,419
Storm Surge,Storm,376,961
Tempest Fury,Ice,302,987
Lightning Bolt,Ice,296,572
Nightmare Curse,Storm,573,813
Winter's Wrath,Ice,964,147
Storm Surge,Storm,262,345
Thunder Crash,Darkness,371,7
Chain Lightning,Ice,118,451
Frostbite,Ice,80,253
Dark Nova,Darkness,977,958
Shadow Veil,Storm,543,39
Dark Nova,Storm,247,358
Storm Surge,Ice,552,78
Frostbite,Darkness,775,131
Infinite Darkness,Ice,184,938
Storm Surge,Ice,131,544
Thunder Crash,Ice,139,464
Infinite Darkness,Storm,217,141
Thunder Crash,Ice,581,964
Storm Surge,Darkness,487,150
Absolute Zero,Storm,48,737
Ice Shard,Ice,152,910
Chain Lightning,Darkness,46,866
Infinite Darkness,Darkness,763,734
Void Strike,Storm,727,819
Thunder Crash,Ice,542,136
Shadow Veil,Storm,214,732
Hurricane Call,Storm,76,723
Chain Lightning,Storm,278,973
Blizzard Strike,Storm,34,26
Tempest Fury,Ice,792,662
Chain Lightning,Ice,700,595
Frozen Prison,Ice,547,974
Absolute Zero,Storm,187,660
Absolute Zero,Storm,689,764
Nightmare Curse,Storm,924,233
Lightning Bolt,Darkness,152,329
Winter's Wrath,Storm,445,186
Tempest Fury,Darkness,348,755
Winter's Wrath,Storm,461,333
Blizzard Strike,Ice,848,4
Hurricane Call,Ice,516,485
Void Strike,Darkness,386,854
Storm Surge,Storm,959,520
Void Strike,Ice,869,468
Tempest Fury,Ice,673,512
Ice Shard,Storm,889,856
Thunder Crash,Darkness,8,762
Tempest Fury,Ice,582,551
Storm Surge,Darkness,458,7
Ice Shard,Ice,639,397
Ice Shard,Ice,698,985
Shadow Veil,Darkness,629,768
Ice Age,Darkness,30,716
Dark Eclipse,Storm,836,907
Ice Shard,Ice,901,39
Dark Nova,Darkness,115,806
Dark Eclipse,Storm,437,933
Abyssal Wrath,Ice,643,974
Blizzard Strike,Storm,214,454
Hurricane Call,Storm,394,97
Absolute Zero,Darkness,277,209
Tempest Fury,Darkness,440,704
Frostbite,Storm,881,646
Void Strike,Darkness,428,181
Hurricane Call,Darkness,896,47
Chain Lightning,Storm,61,632
Thunderstorm,Darkness,223,325
Absolute Zero,Ice,239,379
Storm Surge,Ice,502,135
Thunderstorm,Ice,604,209
Abyssal Wrath,Storm,742,610
Ice Age,Darkness,234,99
Lightning Bolt,Darkness,181,157
Dark Nova,Ice,464,892
Tempest Fury,Storm,918,440
Ice Age,Ice,204,7
Blizzard Strike,Storm,42,114
Infinite Darkness,Ice,312,139
Frozen Prison,Ice,968,376
Thunderstorm,Ice,204,968
Abyssal Wrath,Storm,591,910
Chain Lightning,Storm,921,581
Storm Surge,Ice,115,624
Infinite Darkness,Storm,537,651
Tempest Fury,Darkness,209,690
Dark Nova,Storm,697,593
Chain Lightning,Darkness,344,988
Dark Eclipse,Storm,444,945
Void Strike,Ice,787,704
Dark Eclipse,Ice,972,126
Tempest Fury,Darkness,99,572
Thunder Crash,Ice,357,532
Chain Lightning,Darkness,387,572
Dark Eclipse,Ice,849,125
Abyssal Wrath,Ice,474,843
Nightmare Curse,Ice,75,331
Shadow Veil,Ice,221,2
Abyssal Wrath,Storm,610,266
Thunder Crash,Storm,75,68
Ice Age,Ice,256,322
Nightmare Curse,Storm,928,861
Shadow Veil,Darkness,19,615
Ice Shard,Darkness,750,222
Ice Shard,Darkness,535,807
Lightning Bolt,Storm,857,870
Ice Shard,Darkness,98,633
Tempest Fury,Ice,858,642
Absolute Zero,Darkness,155,249
Void Strike,Darkness,725,69
Tempest Fury,Ice,170,500
Lightning Bolt,Storm,558,21
Tempest Fury,Ice,321,477
Void Strike,Storm,227,546
Blizzard Strike,Ice,574,154
Frostbite,Ice,546,991
Chain Lightning,Storm,358,915
Thunderstorm,Ice,901,241
Abyssal Wrath,Ice,635,49
Absolute Zero,Ice,145,344
Glacial Spike,Darkness,351,290
Thunder Crash,Ice,353,255
Lightning Bolt,Ice,888,503
Absolute Zero,Darkness,38,87
Blizzard Strike,Ice,91,66
